,intPrice,volume
1051,15185,5185
1052,15186,5190
1053,15187,5190
1054,15187,5190
1055,15187,5190
1056,15187,5196
1057,15187,5196
1058,15187,5196
1059,15187,5196
1060,15187,5200
1061,15188,5200
1062,15190,5263
1063,15190,5263
1064,15193,5274
1065,15193,5274
1066,15193,5275
1067,15191,5282
1068,15192,5285
1069,15190,5289
1070,15190,5289
1071,15191,5291
1072,15191,5291
1073,15191,5292
1074,15194,5308
1075,15195,5313
1076,15197,5434
1077,15198,5438
1078,15197,5470
1079,15197,5470
1080,15196,5471
1081,15196,5471
1082,15195,5472
1083,15195,5472
1084,15195,5472
1085,15195,5472
1086,15195,5472
1087,15195,5472
1088,15195,5472
1089,15195,5472
1090,15195,5472
1091,15195,5472
1092,15195,5492
1093,15193,5506
1094,15193,5506
1095,15193,5506
1096,15193,5506
1097,15193,5506
1098,15193,5506
1099,15193,5506
1100,15193,5506
1101,15193,5506
1102,15194,5509
1103,15194,5509
1104,15194,5509
1105,15194,5511
1106,15194,5511
1107,15193,5512
1108,15193,5512
1109,15193,5512
1110,15193,5512
1111,15193,5512
1112,15193,5512
1113,15193,5512
1114,15197,5518
1115,15197,5518
1116,15197,5528
1117,15198,5540
1118,15198,5540
1119,15198,5540
1120,15198,5540
1121,15198,5541
1122,15198,5541
1123,15198,5541
1124,15198,5541
1125,15197,5546
1126,15197,5550
1127,15197,5550
1128,15197,5550
1129,15197,5550
1130,15197,5550
1131,15197,5550
1132,15197,5550
1133,15197,5550
1134,15197,5550
1135,15197,5550
1136,15197,5550
1137,15197,5550
1138,15197,5555
1139,15197,5555
1140,15197,5565
1141,15197,5570
1142,15197,5570
1143,15197,5571
1144,15197,5571
1145,15197,5571
1146,15197,5571
1147,15197,5571
1148,15197,5571
1149,15197,5571
1150,15196,5608
1151,15196,5608
1152,15197,5624
1153,15197,5626
1154,15197,5626
1155,15197,5626
1156,15197,5626
1157,15198,5646
1158,15198,5646
1159,15197,5648
1160,15198,5752
1161,15198,5757
1162,15197,5767
1163,15199,5775
1164,15199,5775
1165,15198,5778
1166,15198,5778
1167,15198,5785
1168,15198,5785
1169,15198,5790
1170,15197,5791
1171,15196,5800
1172,15196,5802
1173,15196,5811
1174,15196,5811
1175,15196,5811
1176,15196,5811
1177,15196,5811
1178,15197,5816
1179,15197,5818
1180,15197,5818
1181,15197,5818
1182,15197,5818
1183,15199,5827
1184,15199,5827
1185,15199,5827
1186,15200,5843
1187,15200,5843
1188,15200,5883
1189,15200,5921
1190,15200,5921
1191,15200,5921
1192,15200,5921
1193,15200,5931
1194,15200,5931
1195,15199,5933
1196,15199,5933
1197,15199,5933
1198,15199,5933
1199,15200,5934
1200,15199,5937
1201,15198,5963
1202,15196,5970
1203,15196,5970
1204,15197,5972
1205,15196,5981
1206,15196,5981
1207,15196,5981
1208,15196,5981
1209,15196,5981
1210,15196,5988
1211,15196,5995
1212,15197,5998
1213,15197,5998
1214,15197,5998
1215,15196,6024
1216,15196,6024
1217,15196,6024
1218,15196,6025
1219,15196,6025
1220,15196,6025
1221,15197,6030
1222,15198,6034
1223,15198,6034
1224,15198,6034
1225,15198,6034
1226,15198,6034
1227,15198,6034
1228,15198,6034
1229,15198,6034
1230,15198,6034
1231,15198,6034
1232,15198,6034
1233,15198,6041
1234,15200,6045
1235,15202,6085
1236,15202,6085
1237,15202,6085
1238,15202,6100
1239,15202,6100
1240,15202,6100
1241,15202,6100
1242,15199,6107
1243,15201,6108
1244,15201,6109
1245,15201,6109
1246,15201,6110
1247,15201,6110
1248,15201,6110
1249,15202,6113
1250,15202,6113
1251,15202,6113
1252,15203,6122
1253,15203,6122
1254,15203,6122
1255,15200,6123
1256,15200,6123
1257,15200,6123
1258,15201,6125
1259,15201,6131
1260,15201,6131
1261,15201,6131
1262,15201,6131
1263,15201,6131
1264,15201,6132
1265,15202,6139
1266,15202,6139
1267,15202,6139
1268,15202,6139
1269,15202,6139
1270,15203,6178
1271,15203,6178
1272,15203,6179
1273,15203,6189
1274,15204,6195
1275,15202,6216
1276,15202,6216
1277,15202,6216
1278,15202,6220
1279,15204,6228
1280,15200,6246
1281,15200,6247
1282,15200,6247
1283,15201,6287
1284,15201,6287
1285,15199,6291
1286,15199,6292
1287,15200,6294
1288,15199,6369
1289,15199,6369
1290,15199,6369
1291,15200,6400
1292,15200,6400
1293,15200,6400
1294,15200,6400
1295,15198,6402
1296,15198,6402
1297,15198,6402
1298,15197,6408
1299,15194,6411
1300,15194,6415
1301,15191,6426
1302,15191,6426
1303,15187,6430
1304,15188,6431
1305,15188,6431
1306,15188,6431
1307,15188,6431
1308,15188,6431
1309,15188,6436
1310,15188,6440
1311,15188,6444
1312,15187,6459
1313,15187,6459
1314,15187,6459
1315,15185,6460
1316,15185,6461
1317,15185,6462
1318,15184,6463
1319,15184,6463
1320,15183,6479
1321,15183,6489
1322,15183,6567
1323,15183,6567
1324,15183,6567
1325,15183,6567
1326,15183,6567
1327,15185,6569
1328,15185,6579
1329,15185,6581
1330,15185,6581
1331,15185,6582
1332,15185,6582
1333,15185,6582
1334,15185,6582
1335,15183,6584
1336,15183,6584
1337,15183,6584
1338,15183,6584
1339,15182,6591
1340,15182,6593
1341,15177,6756
1342,15176,6765
1343,15176,6769
1344,15176,6769
1345,15182,6774
1346,15182,6774
1347,15177,6779
1348,15177,6779
1349,15177,6780
1350,15177,6781
1351,15176,6784
1352,15178,6785
1353,15178,6785
1354,15177,6790
1355,15177,6790
1356,15177,6790
1357,15177,6790
1358,15177,6796
1359,15177,6826
1360,15177,6830
1361,15177,6830
1362,15177,6830
1363,15177,6830
1364,15177,6830
1365,15177,6830
1366,15176,6831
1367,15176,6831
1368,15178,6849
1369,15178,6849
1370,15178,6850
1371,15179,6854
1372,15179,6854
1373,15179,6854
1374,15179,6854
1375,15179,6854
1376,15179,6854
1377,15179,6854
1378,15179,6854
1379,15179,6854
1380,15179,6854
1381,15179,6854
1382,15179,6854
1383,15179,6854
1384,15179,6854
1385,15179,6854
1386,15179,6854
1387,15179,6854
1388,15179,6854
1389,15179,6854
1390,15179,6854
1391,15179,6854
1392,15180,6855
1393,15180,6855
1394,15180,6855
1395,15180,6855
1396,15180,6855
1397,15182,6863
1398,15182,6863
1399,15182,6863
1400,15182,6863
1401,15182,6863
1402,15182,6863
1403,15182,6867
1404,15183,6874
1405,15183,6874
1406,15183,6874
1407,15183,6874
1408,15185,6899
1409,15185,6899
1410,15184,6901
1411,15185,6908
1412,15186,6910
1413,15186,6913
1414,15186,6913
1415,15186,6913
1416,15186,6913
1417,15186,6913
1418,15186,6913
1419,15186,6913
1420,15186,6913
1421,15186,6913
1422,15186,6913
1423,15186,6913
1424,15186,6913
1425,15186,6913
1426,15186,6913
1427,15186,6913
1428,15186,6913
1429,15186,6913
1430,15186,6913
1431,15186,6913
1432,15186,6913
1433,15186,6913
1434,15186,6913
1435,15186,6913
1436,15187,6915
1437,15187,6915
1438,15187,6915
1439,15187,6915
1440,15187,6915
1441,15185,6920
1442,15185,6920
1443,15187,6923
1444,15187,6923
1445,15187,6923
1446,15187,6923
1447,15185,6932
1448,15185,6932
1449,15185,6932
1450,15185,6937
1451,15185,6937
1452,15185,6937
1453,15185,6937
1454,15185,6937
1455,15185,6937
1456,15185,6944
1457,15185,6944
1458,15185,6944
1459,15185,6944
1460,15184,6961
1461,15184,6961
1462,15184,6961
1463,15184,6961
1464,15184,6961
1465,15184,6961
1466,15184,6961
1467,15184,6961
1468,15184,6961
1469,15182,6962
1470,15182,6962
1471,15182,6962
1472,15182,6962
1473,15182,6962
1474,15182,6962
1475,15185,6963
1476,15185,6963
1477,15185,6967
1478,15186,6972
1479,15186,6972
1480,15186,6972
1481,15186,6972
1482,15187,6973
1483,15187,6973
1484,15187,6973
1485,15187,6973
1486,15187,6973
1487,15190,6975
1488,15190,6975
1489,15190,6975
1490,15190,6975
1491,15191,6976
1492,15191,6976
1493,15191,6976
1494,15194,7056
1495,15194,7058
1496,15194,7058
1497,15191,7067
1498,15194,7098
1499,15194,7098
1500,15194,7098
1501,15194,7098
1502,15194,7098
1503,15195,7101
1504,15195,7101
1505,15195,7102
1506,15196,7106
1507,15196,7106
1508,15198,7161
1509,15198,7161
1510,15198,7161
1511,15198,7161
1512,15198,7161
1513,15197,7163
1514,15196,7166
1515,15196,7168
1516,15196,7168
1517,15194,7170
1518,15190,7272
1519,15190,7272
1520,15190,7274
1521,15190,7274
1522,15188,7278
1523,15189,7288
1524,15189,7288
1525,15189,7288
1526,15189,7288
1527,15189,7288
1528,15189,7288
1529,15189,7288
1530,15189,7290
1531,15189,7290
1532,15191,7292
1533,15191,7292
1534,15189,7293
1535,15190,7298
1536,15190,7298
1537,15190,7298
1538,15190,7298
1539,15190,7298
1540,15190,7298
1541,15191,7299
1542,15191,7299
1543,15191,7299
1544,15191,7299
1545,15191,7299
1546,15191,7299
1547,15191,7300
1548,15191,7300
1549,15191,7300
1550,15191,7300
1551,15191,7300
1552,15191,7300
1553,15191,7300
1554,15192,7302
1555,15192,7302
1556,15192,7302
1557,15192,7302
1558,15194,7307
1559,15194,7307
1560,15194,7307
1561,15194,7307
1562,15194,7307
1563,15195,7316
1564,15194,7327
1565,15194,7327
1566,15194,7327
1567,15195,7332
1568,15195,7332
1569,15195,7332
1570,15195,7332
1571,15195,7332
1572,15195,7352
1573,15195,7352
1574,15195,7352
1575,15195,7352
1576,15195,7353
1577,15191,7365
1578,15191,7366
1579,15191,7366
1580,15191,7366
1581,15191,7366
1582,15191,7366
1583,15191,7366
1584,15192,7367
1585,15192,7372
1586,15192,7372
1587,15192,7372
1588,15192,7372
1589,15192,7372
1590,15192,7372
1591,15191,7374
1592,15191,7374
1593,15191,7374
1594,15191,7374
1595,15192,7376
1596,15193,7380
1597,15193,7380
1598,15193,7380
1599,15193,7380
1600,15193,7380
1601,15193,7380
1602,15193,7380
1603,15193,7380
1604,15193,7380
1605,15193,7380
1606,15193,7380
1607,15196,7393
1608,15196,7393
1609,15196,7393
1610,15196,7393
1611,15195,7396
1612,15195,7396
1613,15197,7397
1614,15197,7397
1615,15197,7399
1616,15197,7399
1617,15197,7399
1618,15197,7399
1619,15197,7399
1620,15197,7400
1621,15197,7400
1622,15197,7400
1623,15197,7400
1624,15197,7400
1625,15198,7406
1626,15198,7406
1627,15198,7406
1628,15198,7406
1629,15198,7406
1630,15198,7406
1631,15199,7408
1632,15199,7408
1633,15199,7408
1634,15198,7414
1635,15198,7414
1636,15198,7414
1637,15198,7414
1638,15198,7414
1639,15198,7414
1640,15198,7414
1641,15198,7414
1642,15201,7528
1643,15201,7528
1644,15201,7528
1645,15201,7528
1646,15201,7528
1647,15201,7528
1648,15200,7529
1649,15199,7532
1650,15199,7532
1651,15199,7532
1652,15200,7544
1653,15201,7546
1654,15201,7546
1655,15202,7550
1656,15202,7550
1657,15202,7550
1658,15202,7550
1659,15203,7556
1660,15203,7561
1661,15203,7563
1662,15203,7563
