,intPrice,volume
17249,15098,48533
17250,15098,48537
17251,15098,48541
17252,15098,48541
17253,15098,48541
17254,15098,48541
17255,15098,48541
17256,15098,48541
17257,15100,48551
17258,15100,48551
17259,15100,48553
17260,15100,48553
17261,15100,48553
17262,15100,48553
17263,15100,48553
17264,15100,48553
17265,15100,48553
17266,15100,48553
17267,15099,48653
17268,15099,48653
17269,15099,48653
17270,15100,48658
17271,15100,48678
17272,15100,48678
17273,15100,48678
17274,15100,48678
17275,15100,48678
17276,15100,48678
17277,15100,48678
17278,15100,48678
17279,15100,48678
17280,15100,48678
17281,15100,48678
17282,15100,48678
17283,15100,48681
17284,15100,48682
17285,15100,48682
17286,15100,48682
17287,15100,48682
17288,15100,48682
17289,15100,48682
17290,15100,48682
17291,15100,48682
17292,15100,48682
17293,15100,48682
17294,15100,48690
17295,15100,48690
17296,15100,48690
17297,15100,48690
17298,15100,48690
17299,15100,48690
17300,15100,48690
17301,15100,48690
17302,15101,48697
17303,15101,48699
17304,15101,48699
17305,15102,48719
17306,15102,48719
17307,15102,48720
17308,15102,48720
17309,15102,48720
17310,15099,48723
17311,15099,48723
17312,15099,48723
17313,15099,48723
17314,15099,48723
17315,15101,48726
17316,15101,48726
17317,15101,48726
17318,15101,48729
17319,15101,48729
17320,15101,48729
17321,15101,48729
17322,15101,48729
17323,15102,48732
17324,15102,48737
17325,15102,48737
17326,15102,48737
17327,15102,48737
17328,15102,48737
17329,15102,48737
17330,15102,48738
17331,15102,48748
17332,15102,48748
17333,15102,48748
17334,15102,48748
17335,15102,48748
17336,15102,48748
17337,15102,48748
17338,15102,48748
17339,15102,48748
17340,15102,48749
17341,15102,48749
17342,15102,48749
17343,15102,48749
17344,15102,48749
17345,15102,48749
17346,15102,48749
17347,15102,48749
17348,15101,48750
17349,15101,48750
17350,15101,48750
17351,15101,48750
17352,15102,48752
17353,15101,48757
17354,15101,48757
17355,15101,48757
17356,15101,48757
17357,15101,48757
17358,15101,48757
17359,15101,48757
17360,15101,48757
17361,15101,48757
17362,15101,48757
17363,15101,48757
17364,15101,48757
17365,15101,48757
17366,15101,48757
17367,15101,48757
17368,15101,48757
17369,15101,48757
17370,15101,48757
17371,15101,48757
17372,15101,48757
17373,15101,48757
17374,15101,48757
17375,15101,48757
17376,15101,48757
17377,15101,48757
17378,15101,48757
17379,15103,48758
17380,15103,48758
17381,15103,48758
17382,15103,48763
17383,15103,48763
17384,15101,48767
17385,15101,48767
17386,15101,48767
17387,15101,48767
17388,15102,48771
17389,15102,48771
17390,15102,48771
17391,15102,48771
17392,15102,48771
17393,15102,48771
17394,15102,48771
17395,15102,48771
17396,15102,48771
17397,15102,48771
17398,15102,48771
17399,15102,48771
17400,15100,48777
17401,15100,48777
17402,15097,48790
17403,15097,48790
17404,15098,48791
17405,15098,48791
17406,15098,48791
17407,15098,48792
17408,15098,48792
17409,15098,48792
17410,15098,48792
17411,15098,48792
17412,15098,48792
17413,15098,48792
17414,15098,48792
17415,15098,48792
17416,15098,48792
17417,15098,48792
17418,15098,48792
17419,15098,48792
17420,15098,48792
17421,15098,48792
17422,15098,48792
17423,15098,48792
17424,15098,48792
17425,15098,48792
17426,15098,48792
17427,15098,48792
17428,15098,48792
17429,15098,48792
17430,15098,48792
17431,15098,48792
17432,15098,48812
17433,15098,48812
17434,15098,48812
17435,15098,48812
17436,15098,48812
17437,15098,48812
17438,15098,48812
17439,15098,48812
17440,15098,48812
17441,15098,48812
17442,15097,48816
17443,15096,48857
17444,15096,48885
17445,15096,48885
17446,15095,48886
17447,15095,48886
17448,15095,48886
17449,15093,48904
17450,15093,48980
17451,15093,48981
17452,15093,48982
17453,15092,48988
17454,15092,49046
17455,15092,49052
17456,15092,49052
17457,15093,49053
17458,15092,49056
17459,15092,49057
17460,15092,49057
17461,15092,49057
17462,15092,49057
17463,15092,49057
17464,15092,49057
17465,15091,49076
17466,15091,49076
17467,15091,49076
17468,15091,49077
17469,15093,49093
17470,15093,49095
17471,15093,49095
17472,15093,49108
17473,15093,49108
17474,15093,49108
17475,15093,49108
17476,15093,49108
17477,15092,49113
17478,15092,49113
17479,15093,49127
17480,15093,49127
17481,15093,49127
17482,15093,49127
17483,15093,49127
17484,15093,49127
17485,15093,49127
17486,15093,49127
17487,15093,49127
17488,15093,49127
17489,15093,49127
17490,15092,49135
17491,15092,49135
17492,15092,49135
17493,15092,49135
17494,15092,49135
17495,15092,49135
17496,15093,49139
17497,15093,49141
17498,15093,49142
17499,15093,49142
17500,15093,49142
17501,15093,49142
17502,15093,49153
17503,15093,49153
17504,15093,49153
17505,15093,49153
17506,15093,49153
17507,15093,49153
17508,15093,49153
17509,15093,49153
17510,15093,49153
17511,15093,49153
17512,15092,49155
17513,15092,49155
17514,15092,49155
17515,15092,49155
17516,15091,49156
17517,15091,49156
17518,15091,49156
17519,15091,49156
17520,15091,49156
17521,15091,49156
17522,15091,49156
17523,15091,49156
17524,15091,49156
17525,15091,49158
17526,15091,49200
17527,15091,49200
17528,15092,49250
17529,15092,49250
17530,15092,49272
17531,15092,49272
17532,15092,49272
17533,15092,49272
17534,15092,49272
17535,15092,49272
17536,15092,49272
17537,15092,49272
17538,15092,49272
17539,15092,49272
17540,15092,49272
17541,15092,49272
17542,15092,49272
17543,15092,49272
17544,15092,49272
17545,15092,49272
17546,15092,49273
17547,15092,49273
17548,15092,49273
17549,15092,49273
17550,15092,49273
17551,15092,49273
17552,15092,49273
17553,15092,49273
17554,15092,49273
17555,15092,49273
17556,15092,49273
17557,15092,49273
17558,15092,49273
17559,15092,49273
17560,15092,49273
17561,15092,49273
17562,15092,49273
17563,15092,49273
17564,15092,49273
17565,15092,49273
17566,15092,49273
17567,15092,49273
17568,15092,49273
17569,15092,49273
17570,15092,49273
17571,15092,49273
17572,15092,49291
17573,15092,49291
17574,15092,49291
17575,15092,49291
17576,15092,49291
17577,15092,49291
17578,15092,49291
17579,15092,49291
17580,15092,49291
17581,15092,49291
17582,15089,49298
17583,15088,49300
17584,15088,49300
17585,15088,49300
17586,15088,49300
17587,15088,49300
17588,15088,49300
17589,15088,49300
17590,15088,49300
17591,15088,49300
17592,15088,49300
17593,15088,49300
17594,15088,49300
17595,15086,49313
17596,15086,49313
17597,15086,49313
17598,15086,49313
17599,15086,49313
17600,15086,49343
17601,15087,49343
17602,15087,49343
17603,15087,49343
17604,15087,49343
17605,15087,49343
17606,15087,49361
17607,15088,49366
17608,15088,49367
17609,15088,49372
17610,15088,49379
17611,15089,49380
17612,15089,49380
17613,15089,49380
17614,15089,49380
17615,15089,49380
17616,15089,49381
17617,15089,49381
17618,15089,49389
17619,15089,49392
17620,15090,49392
17621,15090,49392
17622,15090,49392
17623,15089,49395
17624,15089,49395
17625,15090,49397
17626,15090,49397
17627,15090,49397
17628,15090,49397
17629,15090,49397
17630,15090,49397
17631,15090,49402
17632,15092,49407
17633,15092,49407
17634,15092,49407
17635,15092,49407
17636,15092,49407
17637,15092,49407
17638,15092,49407
17639,15092,49407
17640,15092,49407
17641,15092,49407
17642,15092,49407
17643,15091,49421
17644,15091,49421
17645,15091,49421
17646,15091,49421
17647,15091,49421
17648,15092,49422
17649,15092,49422
17650,15092,49455
17651,15092,49455
17652,15094,49482
17653,15094,49482
17654,15094,49482
17655,15094,49482
17656,15094,49482
17657,15094,49483
17658,15094,49483
17659,15094,49483
17660,15094,49483
17661,15094,49483
17662,15094,49483
17663,15094,49483
17664,15094,49483
17665,15094,49483
17666,15095,49485
17667,15095,49485
17668,15095,49485
17669,15095,49485
17670,15095,49485
17671,15095,49485
17672,15095,49485
17673,15096,49486
17674,15096,49486
17675,15096,49486
17676,15096,49486
17677,15096,49486
17678,15096,49486
17679,15096,49486
17680,15096,49486
17681,15096,49486
17682,15096,49486
17683,15096,49486
17684,15096,49486
17685,15096,49486
17686,15096,49487
17687,15096,49487
17688,15096,49487
17689,15096,49487
17690,15096,49487
17691,15096,49487
17692,15096,49487
17693,15096,49487
17694,15096,49487
17695,15096,49487
17696,15096,49487
17697,15096,49487
17698,15097,49488
17699,15097,49488
17700,15097,49488
17701,15097,49489
17702,15097,49489
17703,15097,49489
17704,15097,49489
17705,15097,49489
17706,15097,49489
17707,15097,49489
17708,15097,49490
17709,15097,49490
17710,15097,49490
17711,15097,49490
17712,15097,49490
17713,15097,49490
17714,15097,49490
17715,15097,49490
17716,15097,49490
17717,15097,49490
17718,15097,49490
17719,15097,49490
17720,15097,49490
17721,15097,49490
17722,15097,49490
17723,15097,49490
17724,15097,49490
17725,15097,49490
17726,15097,49493
17727,15097,49494
17728,15097,49494
17729,15097,49494
17730,15097,49494
17731,15097,49494
17732,15099,49509
17733,15099,49509
17734,15099,49509
17735,15098,49510
17736,15098,49510
17737,15098,49510
17738,15098,49510
17739,15098,49510
17740,15098,49510
17741,15098,49510
17742,15098,49510
17743,15098,49510
17744,15098,49510
17745,15098,49510
17746,15098,49510
17747,15098,49510
17748,15098,49510
17749,15098,49510
17750,15098,49510
17751,15098,49510
17752,15098,49510
17753,15098,49510
17754,15098,49510
17755,15098,49510
17756,15098,49510
17757,15098,49510
17758,15098,49510
17759,15098,49513
17760,15098,49513
17761,15098,49513
17762,15098,49513
17763,15098,49514
17764,15098,49514
17765,15098,49514
17766,15098,49514
17767,15098,49517
17768,15098,49517
17769,15098,49517
17770,15098,49517
17771,15098,49517
17772,15098,49517
17773,15098,49517
17774,15098,49517
17775,15098,49517
17776,15098,49517
17777,15098,49517
17778,15098,49517
17779,15098,49517
17780,15098,49517
17781,15098,49517
17782,15098,49517
17783,15098,49517
17784,15098,49517
17785,15098,49517
17786,15098,49517
17787,15097,49523
17788,15097,49523
17789,15097,49523
17790,15097,49523
17791,15097,49523
17792,15097,49523
17793,15096,49524
17794,15096,49524
17795,15096,49524
17796,15096,49524
17797,15096,49524
17798,15096,49524
17799,15096,49524
17800,15096,49524
17801,15096,49524
17802,15097,49528
17803,15097,49578
17804,15097,49579
17805,15097,49579
17806,15097,49579
17807,15097,49579
17808,15097,49579
17809,15097,49579
17810,15097,49579
17811,15097,49579
17812,15097,49579
17813,15097,49579
17814,15097,49579
17815,15097,49579
17816,15097,49579
17817,15097,49579
17818,15097,49579
17819,15097,49581
17820,15097,49581
17821,15097,49581
17822,15097,49581
17823,15097,49581
17824,15097,49581
17825,15097,49581
17826,15097,49581
17827,15096,49583
17828,15096,49583
17829,15096,49583
17830,15096,49583
17831,15096,49583
17832,15096,49583
17833,15096,49583
17834,15096,49583
17835,15097,49588
17836,15097,49588
17837,15097,49588
17838,15097,49588
17839,15097,49588
17840,15097,49588
17841,15097,49588
17842,15097,49588
17843,15097,49588
17844,15097,49588
17845,15097,49588
17846,15097,49588
17847,15097,49588
17848,15097,49588
17849,15097,49588
17850,15097,49588
17851,15097,49588
17852,15097,49588
17853,15097,49588
17854,15097,49588
17855,15097,49588
17856,15097,49588
17857,15097,49588
17858,15097,49588
17859,15097,49597
17860,15097,49597
17861,15097,49597
17862,15097,49598
17863,15097,49598
17864,15097,49598
17865,15097,49599
17866,15097,49616
17867,15099,49616
17868,15099,49616
17869,15099,49616
17870,15099,49616
17871,15099,49616
17872,15099,49616
17873,15099,49616
17874,15099,49616
17875,15100,49618
17876,15100,49618
17877,15100,49618
17878,15100,49618
17879,15100,49618
17880,15100,49618
17881,15099,49619
17882,15099,49619
17883,15100,49620
17884,15100,49620
17885,15100,49620
17886,15100,49620
17887,15100,49620
17888,15100,49620
17889,15100,49620
17890,15100,49620
17891,15100,49620
17892,15100,49620
17893,15100,49620
17894,15100,49620
17895,15100,49620
17896,15100,49620
17897,15100,49620
17898,15100,49620
17899,15100,49620
17900,15099,49625
17901,15099,49627
17902,15099,49627
17903,15099,49677
17904,15099,49677
17905,15099,49677
17906,15099,49677
17907,15099,49677
17908,15099,49677
17909,15099,49678
17910,15100,49712
17911,15100,49735
17912,15100,49735
17913,15100,49735
17914,15100,49735
17915,15100,49735
17916,15100,49735
17917,15105,49750
17918,15106,49753
17919,15106,49753
17920,15106,49753
17921,15106,49753
17922,15106,49753
17923,15106,49753
17924,15106,49753
17925,15106,49753
17926,15106,49753
17927,15106,49753
17928,15106,49753
17929,15102,49773
17930,15102,49773
17931,15102,49773
17932,15102,49773
17933,15102,49773
17934,15105,49778
17935,15106,49783
17936,15106,49783
17937,15106,49783
17938,15106,49783
17939,15106,49783
17940,15106,49783
17941,15106,49783
17942,15107,49785
17943,15107,49785
17944,15107,49786
17945,15107,49786
17946,15107,49786
17947,15107,49786
17948,15107,49786
17949,15107,49786
17950,15107,49786
17951,15107,49786
17952,15107,49786
17953,15107,49786
17954,15107,49786
17955,15107,49786
17956,15107,49786
17957,15107,49786
17958,15107,49786
17959,15107,49786
17960,15107,49786
17961,15107,49786
17962,15110,49802
17963,15110,49802
17964,15110,49802
17965,15110,49802
17966,15110,49802
17967,15110,49802
17968,15109,49803
17969,15109,49803
17970,15109,49805
17971,15109,49805
17972,15109,49805
17973,15109,49805
17974,15109,49805
17975,15109,49805
17976,15109,49805
17977,15109,49806
17978,15110,49807
17979,15109,49827
17980,15109,49827
17981,15109,49827
17982,15111,49858
17983,15111,49858
17984,15111,49858
17985,15111,49867
17986,15111,49867
17987,15111,49867
17988,15110,49868
17989,15110,49868
17990,15110,49868
17991,15110,49868
17992,15110,49868
17993,15110,49868
17994,15110,49868
17995,15110,49868
17996,15110,49868
17997,15110,49868
17998,15111,49878
17999,15111,49878
18000,15111,49878
18001,15109,49883
18002,15109,49883
18003,15109,49883
18004,15109,49883
18005,15109,49883
18006,15109,49883
18007,15108,49934
18008,15108,49934
18009,15108,49934
18010,15108,49934
18011,15109,49942
18012,15109,49942
18013,15109,49942
18014,15109,49942
18015,15109,49942
18016,15109,49942
18017,15109,49942
18018,15109,49942
18019,15109,49942
18020,15109,49942
18021,15109,49942
18022,15108,49945
18023,15108,49945
18024,15108,49945
18025,15108,49945
18026,15108,49945
18027,15107,49946
18028,15107,49946
18029,15107,49946
18030,15107,49948
18031,15108,49948
18032,15108,49948
18033,15108,49948
18034,15108,49961
18035,15108,49961
18036,15108,49961
18037,15107,49963
18038,15107,49963
18039,15107,49966
18040,15106,49972
18041,15106,49972
18042,15106,49972
18043,15106,49972
18044,15106,49972
18045,15106,49972
18046,15106,49972
18047,15106,49972
18048,15105,49975
18049,15105,49975
18050,15105,49975
18051,15105,49975
18052,15105,49975
18053,15105,49975
18054,15105,49975
18055,15105,49975
18056,15105,49975
18057,15105,49975
18058,15105,49975
18059,15104,49979
18060,15103,49993
18061,15103,49993
18062,15103,49993
18063,15104,49994
18064,15104,49994
18065,15104,49994
18066,15104,49995
18067,15103,50005
18068,15103,50005
18069,15103,50005
18070,15103,50005
18071,15103,50005
18072,15103,50014
18073,15103,50014
18074,15103,50014
18075,15104,50016
18076,15104,50016
18077,15105,50019
18078,15105,50019
18079,15105,50019
18080,15105,50019
18081,15105,50019
18082,15105,50019
18083,15105,50019
18084,15105,50019
18085,15106,50020
18086,15106,50020
18087,15106,50021
18088,15106,50021
18089,15106,50021
18090,15106,50021
18091,15106,50021
18092,15106,50021
18093,15106,50021
18094,15106,50021
18095,15106,50021
18096,15106,50021
18097,15106,50021
18098,15106,50021
18099,15106,50021
18100,15106,50021
18101,15106,50021
18102,15106,50021
18103,15106,50029
18104,15107,50029
18105,15107,50029
18106,15107,50029
18107,15107,50029
18108,15107,50029
18109,15107,50029
18110,15107,50029
18111,15107,50030
18112,15108,50082
18113,15109,50084
18114,15109,50084
18115,15109,50084
18116,15109,50084
18117,15109,50084
18118,15109,50084
18119,15109,50084
18120,15109,50084
18121,15109,50084
18122,15109,50084
18123,15110,50085
18124,15110,50085
18125,15110,50085
18126,15110,50085
18127,15110,50085
18128,15110,50085
18129,15110,50085
18130,15109,50087
18131,15108,50092
18132,15108,50092
18133,15108,50103
18134,15108,50103
18135,15108,50103
18136,15108,50103
18137,15108,50103
18138,15108,50103
18139,15110,50111
18140,15110,50111
18141,15111,50125
18142,15111,50125
18143,15110,50126
18144,15110,50126
18145,15110,50126
18146,15110,50126
18147,15110,50126
18148,15110,50126
18149,15110,50126
18150,15110,50126
18151,15110,50126
18152,15110,50126
18153,15110,50126
18154,15109,50127
18155,15109,50127
18156,15109,50129
18157,15109,50129
18158,15109,50129
18159,15109,50129
18160,15109,50132
18161,15109,50132
18162,15109,50132
18163,15109,50132
18164,15109,50132
18165,15109,50132
18166,15109,50132
18167,15109,50132
18168,15109,50132
18169,15109,50132
18170,15109,50132
18171,15109,50132
18172,15109,50132
18173,15109,50132
18174,15109,50132
18175,15109,50132
18176,15109,50132
18177,15109,50132
18178,15109,50132
18179,15109,50132
18180,15109,50132
18181,15109,50132
18182,15109,50137
18183,15109,50137
18184,15109,50137
18185,15109,50137
18186,15108,50138
18187,15108,50138
18188,15108,50138
18189,15108,50138
18190,15108,50138
18191,15108,50138
18192,15108,50138
18193,15108,50138
18194,15108,50138
18195,15108,50138
18196,15108,50138
18197,15108,50138
18198,15108,50138
18199,15108,50138
18200,15108,50138
18201,15108,50138
18202,15108,50138
18203,15108,50138
18204,15108,50138
18205,15108,50138
18206,15108,50138
18207,15108,50138
18208,15108,50166
18209,15108,50166
18210,15108,50166
18211,15107,50168
18212,15107,50168
18213,15107,50168
18214,15107,50168
18215,15107,50168
18216,15107,50168
18217,15107,50168
18218,15107,50168
18219,15107,50168
18220,15107,50168
18221,15107,50168
18222,15107,50168
18223,15107,50168
18224,15107,50168
18225,15107,50168
18226,15103,50181
18227,15105,50192
18228,15105,50192
18229,15105,50192
18230,15105,50192
18231,15105,50192
18232,15105,50192
18233,15105,50192
18234,15105,50192
18235,15105,50192
18236,15105,50192
18237,15105,50195
18238,15105,50195
18239,15105,50195
18240,15105,50195
18241,15105,50195
18242,15105,50195
18243,15105,50195
18244,15105,50195
18245,15105,50195
18246,15105,50195
18247,15105,50195
18248,15106,50198
18249,15106,50198
18250,15106,50198
18251,15106,50198
18252,15106,50198
18253,15106,50198
18254,15106,50198
18255,15106,50198
18256,15106,50198
18257,15106,50198
18258,15106,50198
18259,15106,50198
18260,15106,50198
18261,15106,50201
18262,15106,50201
18263,15106,50201
18264,15106,50201
18265,15106,50201
18266,15106,50201
18267,15106,50201
18268,15106,50201
18269,15106,50201
18270,15106,50201
18271,15106,50201
18272,15106,50201
18273,15106,50201
18274,15106,50201
18275,15106,50201
18276,15106,50201
18277,15106,50201
18278,15106,50201
18279,15106,50201
18280,15106,50201
18281,15106,50201
18282,15106,50201
18283,15106,50201
18284,15106,50201
18285,15106,50201
18286,15106,50201
18287,15106,50201
18288,15106,50201
18289,15106,50201
18290,15106,50221
18291,15106,50221
18292,15106,50221
18293,15106,50221
18294,15106,50221
18295,15106,50221
18296,15106,50221
18297,15106,50221
18298,15106,50229
18299,15106,50229
18300,15106,50229
18301,15106,50229
18302,15106,50234
18303,15107,50234
18304,15107,50234
18305,15107,50234
18306,15107,50234
18307,15107,50234
18308,15107,50234
18309,15107,50234
18310,15107,50238
18311,15106,50238
18312,15106,50238
18313,15106,50238
18314,15106,50238
18315,15106,50238
18316,15106,50238
18317,15106,50238
18318,15106,50238
18319,15106,50238
18320,15106,50241
18321,15106,50241
18322,15106,50241
18323,15106,50241
18324,15105,50251
18325,15105,50251
18326,15105,50251
18327,15106,50252
18328,15106,50252
18329,15106,50252
18330,15104,50268
18331,15104,50268
18332,15103,50269
18333,15103,50269
18334,15103,50269
18335,15103,50269
18336,15104,50270
18337,15104,50270
18338,15104,50270
18339,15104,50270
18340,15104,50270
18341,15104,50270
18342,15101,50279
18343,15101,50279
18344,15100,50330
18345,15100,50330
18346,15100,50330
18347,15100,50330
18348,15100,50330
18349,15100,50335
18350,15100,50335
18351,15100,50335
18352,15100,50335
18353,15100,50335
18354,15100,50343
18355,15100,50346
18356,15100,50346
18357,15100,50346
18358,15100,50346
18359,15100,50346
18360,15100,50346
18361,15100,50346
18362,15100,50350
18363,15100,50350
18364,15101,50356
18365,15101,50356
18366,15101,50356
18367,15101,50356
18368,15101,50356
18369,15101,50356
18370,15101,50356
18371,15101,50356
18372,15101,50356
18373,15101,50356
18374,15101,50356
18375,15101,50356
18376,15101,50356
18377,15101,50356
18378,15101,50356
18379,15101,50356
18380,15101,50356
18381,15101,50356
18382,15101,50356
18383,15101,50356
18384,15101,50356
18385,15101,50356
18386,15101,50356
18387,15101,50356
18388,15101,50356
18389,15102,50368
18390,15102,50372
18391,15102,50372
18392,15102,50372
18393,15102,50372
18394,15102,50372
18395,15102,50372
18396,15102,50372
18397,15102,50372
18398,15102,50372
18399,15102,50372
18400,15102,50372
18401,15102,50372
18402,15102,50372
18403,15102,50372
18404,15102,50372
18405,15102,50372
18406,15102,50372
18407,15102,50372
18408,15102,50382
18409,15101,50385
18410,15101,50385
18411,15101,50385
18412,15101,50385
18413,15101,50385
18414,15101,50385
18415,15101,50385
18416,15101,50385
18417,15101,50385
18418,15102,50387
18419,15102,50387
18420,15102,50387
18421,15102,50387
18422,15102,50387
18423,15102,50387
18424,15102,50387
18425,15102,50387
18426,15102,50387
18427,15102,50387
18428,15102,50387
18429,15102,50387
18430,15102,50387
18431,15102,50387
18432,15102,50387
18433,15102,50387
18434,15102,50387
18435,15102,50391
18436,15102,50391
18437,15102,50391
18438,15103,50392
18439,15103,50392
18440,15103,50392
18441,15103,50392
18442,15103,50392
18443,15104,50412
18444,15104,50412
18445,15104,50412
18446,15104,50471
18447,15104,50471
18448,15104,50471
18449,15104,50471
18450,15104,50471
18451,15104,50473
18452,15104,50473
18453,15104,50473
18454,15104,50473
18455,15105,50478
18456,15105,50478
18457,15105,50478
18458,15105,50478
18459,15105,50478
18460,15105,50478
18461,15105,50478
18462,15105,50478
18463,15105,50478
18464,15105,50478
18465,15105,50478
18466,15105,50478
18467,15104,50479
18468,15104,50479
18469,15104,50481
18470,15104,50481
18471,15104,50481
18472,15106,50487
18473,15106,50487
18474,15106,50487
18475,15106,50487
18476,15106,50488
18477,15106,50489
18478,15106,50489
18479,15106,50489
18480,15106,50489
18481,15106,50489
18482,15106,50489
18483,15106,50489
18484,15106,50491
18485,15106,50491
18486,15106,50491
18487,15104,50500
18488,15104,50500
18489,15104,50500
18490,15104,50500
18491,15104,50500
18492,15104,50500
18493,15104,50500
18494,15104,50500
18495,15104,50500
18496,15104,50500
18497,15104,50502
18498,15104,50502
18499,15104,50502
18500,15104,50502
18501,15104,50502
18502,15104,50502
18503,15105,50504
18504,15105,50504
18505,15105,50504
18506,15105,50504
18507,15104,50505
18508,15104,50520
18509,15104,50520
18510,15104,50520
18511,15106,50527
18512,15106,50527
18513,15106,50527
18514,15106,50527
18515,15106,50527
18516,15106,50527
18517,15106,50527
18518,15106,50527
18519,15106,50527
18520,15106,50527
18521,15106,50527
18522,15106,50527
18523,15107,50529
18524,15107,50529
18525,15107,50529
18526,15107,50529
18527,15107,50530
18528,15107,50530
18529,15107,50530
18530,15107,50530
18531,15107,50530
18532,15107,50531
18533,15107,50531
18534,15107,50531
18535,15107,50531
18536,15107,50531
18537,15107,50531
18538,15107,50531
18539,15107,50531
18540,15107,50531
18541,15107,50531
18542,15107,50531
18543,15106,50533
18544,15106,50533
18545,15106,50533
18546,15106,50533
18547,15106,50533
18548,15106,50533
18549,15107,50543
18550,15106,50547
18551,15106,50547
18552,15106,50547
18553,15106,50547
18554,15106,50547
18555,15106,50547
18556,15106,50547
18557,15106,50547
18558,15106,50548
18559,15106,50548
18560,15106,50548
18561,15106,50548
18562,15106,50548
18563,15106,50550
18564,15106,50550
18565,15106,50550
18566,15106,50550
18567,15106,50550
18568,15106,50550
18569,15106,50550
18570,15106,50550
18571,15106,50550
18572,15106,50600
18573,15106,50600
18574,15106,50600
18575,15106,50600
18576,15106,50600
18577,15106,50600
18578,15106,50600
18579,15106,50600
18580,15106,50600
18581,15106,50600
18582,15106,50600
18583,15106,50600
18584,15106,50600
18585,15106,50600
18586,15106,50600
18587,15106,50607
18588,15106,50607
18589,15108,50608
18590,15108,50608
18591,15108,50608
18592,15108,50608
18593,15108,50608
18594,15108,50608
18595,15108,50608
18596,15108,50608
18597,15108,50612
18598,15108,50614
18599,15108,50614
18600,15108,50614
18601,15108,50614
18602,15108,50614
18603,15108,50614
18604,15108,50614
18605,15108,50614
18606,15108,50614
18607,15108,50614
18608,15108,50614
18609,15108,50614
18610,15108,50614
18611,15108,50614
18612,15108,50614
18613,15108,50614
18614,15108,50614
18615,15108,50614
18616,15108,50614
18617,15108,50614
18618,15108,50614
18619,15108,50614
18620,15108,50623
18621,15108,50623
18622,15108,50623
18623,15108,50623
18624,15108,50623
18625,15108,50623
18626,15108,50623
18627,15108,50623
18628,15108,50623
18629,15109,50673
18630,15109,50673
18631,15109,50673
18632,15108,50674
18633,15108,50674
18634,15108,50674
18635,15108,50674
18636,15108,50674
18637,15108,50674
18638,15108,50674
18639,15108,50674
18640,15108,50674
18641,15108,50674
18642,15108,50674
18643,15108,50675
18644,15109,50676
18645,15109,50676
18646,15109,50676
18647,15109,50676
18648,15109,50676
18649,15109,50676
18650,15109,50676
18651,15109,50676
18652,15109,50676
18653,15110,50701
18654,15110,50702
18655,15110,50708
18656,15110,50708
18657,15110,50708
18658,15112,50735
18659,15112,50735
18660,15112,50735
18661,15112,50735
18662,15112,50735
18663,15112,50735
18664,15112,50735
18665,15114,50742
18666,15114,50742
18667,15114,50742
18668,15114,50742
18669,15114,50742
18670,15114,50744
18671,15114,50744
18672,15114,50744
18673,15114,50744
18674,15114,50744
18675,15114,50744
18676,15114,50744
18677,15114,50744
18678,15114,50746
18679,15114,50747
18680,15114,50747
18681,15114,50748
18682,15114,50748
18683,15114,50748
18684,15114,50748
18685,15114,50748
18686,15114,50748
18687,15114,50748
18688,15114,50748
18689,15114,50748
18690,15114,50748
18691,15114,50748
18692,15114,50748
18693,15116,50846
18694,15115,51111
18695,15116,51122
18696,15116,51122
18697,15116,51122
18698,15116,51122
18699,15116,51122
18700,15116,51122
18701,15116,51122
18702,15116,51127
18703,15116,51127
18704,15116,51127
18705,15116,51129
18706,15116,51129
18707,15116,51129
18708,15116,51129
18709,15116,51129
18710,15116,51134
18711,15116,51134
18712,15115,51135
18713,15115,51135
18714,15115,51135
18715,15115,51135
18716,15115,51135
18717,15114,51137
18718,15114,51137
18719,15114,51137
18720,15112,51192
18721,15112,51192
18722,15112,51192
18723,15112,51192
18724,15112,51192
18725,15112,51192
18726,15112,51194
18727,15112,51194
18728,15112,51194
18729,15112,51194
18730,15112,51195
18731,15112,51195
18732,15112,51195
18733,15112,51195
18734,15112,51195
18735,15112,51196
18736,15112,51196
18737,15111,51206
18738,15111,51206
18739,15111,51206
18740,15111,51206
18741,15111,51206
18742,15111,51206
18743,15111,51206
18744,15111,51206
18745,15111,51206
18746,15111,51206
18747,15111,51206
18748,15110,51208
18749,15110,51208
18750,15110,51208
18751,15111,51209
18752,15111,51209
18753,15111,51209
18754,15111,51209
18755,15111,51209
18756,15111,51209
18757,15111,51209
18758,15111,51209
18759,15111,51209
18760,15111,51209
18761,15111,51209
18762,15111,51209
18763,15111,51209
18764,15111,51209
18765,15111,51209
18766,15111,51209
18767,15109,51211
18768,15109,51211
18769,15108,51213
18770,15108,51215
18771,15108,51215
18772,15108,51215
18773,15108,51215
18774,15108,51215
18775,15108,51215
18776,15108,51215
18777,15108,51215
18778,15108,51215
18779,15108,51215
18780,15108,51215
18781,15108,51215
18782,15108,51215
18783,15108,51215
18784,15108,51215
18785,15108,51215
18786,15108,51215
18787,15109,51220
18788,15109,51220
18789,15109,51220
18790,15108,51236
18791,15108,51236
18792,15108,51248
18793,15108,51248
18794,15108,51301
18795,15105,51390
18796,15105,51390
18797,15105,51390
18798,15105,51390
18799,15105,51390
18800,15105,51390
18801,15105,51390
18802,15105,51390
